RecordID,FirstName,LastName,FullName,Age,Gender,Country,Province,SouthAfricanID,CaseNumber,CrimeType,FinancialScore,EstimatedFraudAmount_ZAR,RiskLevel,CaseStatus,BankInvolved,PreviousOffenses,Arrested,CrimeDate,CourtDate,InvestigatingOfficer,StationCode
745,Mpho,Nkosi,Mpho Nkosi,29,Female,South Africa,Northern Cape,9407202430161,SA-CAS-840080,Money Laundering,701,895082,Medium,Closed,Standard Bank,7,Yes,2024-07-18,2022-12-26,Officer Mabena,SA-ST-456
746,Lerato,Ndlovu,Lerato Ndlovu,59,Female,South Africa,Free State,8401146664069,SA-CAS-573004,Cybercrime,413,1553949,Critical,Under Investigation,Capitec,6,Yes,2021-12-26,2020-11-09,Officer Smith,SA-ST-787
747,Brian,Nkosi,Brian Nkosi,33,Male,South Africa,Limpopo,6410152710113,SA-CAS-490585,Cybercrime,662,1060242,Medium,Convicted,African Bank,9,Yes,2021-04-07,2017-01-15,Officer Moyo,SA-ST-443
748,Brian,Dlamini,Brian Dlamini,55,Female,South Africa,Northern Cape,8805256103196,SA-CAS-527113,Cybercrime,399,2604652,Low,Closed,Nedbank,8,Yes,2025-01-20,2021-03-06,Officer Mabena,SA-ST-557
749,Sipho,Mabaso,Sipho Mabaso,18,Male,South Africa,North West,7001016978168,SA-CAS-426311,Vehicle Theft,310,3856230,Medium,Court Pending,Standard Bank,5,No,2016-10-29,2016-10-19,Officer Mabena,SA-ST-377
750,Thabo,Nkosi,Thabo Nkosi,65,Female,South Africa,North West,6702229888077,SA-CAS-332289,Fraud,658,2929205,Critical,Open,Capitec,4,Yes,2023-02-24,2015-07-20,Officer Moyo,SA-ST-855
751,Mpho,Naidoo,Mpho Naidoo,39,Female,South Africa,KwaZulu-Natal,6311146069058,SA-CAS-320442,Cybercrime,403,29264,Medium,Closed,Absa,6,No,2019-04-27,2016-03-20,Officer Mabena,SA-ST-326
752,Sipho,Pillay,Sipho Pillay,18,Male,South Africa,Free State,8712111809122,SA-CAS-641825,Identity Theft,332,2238240,High,Convicted,Standard Bank,0,No,2023-03-05,2018-01-27,Officer Moyo,SA-ST-208
753,Ayanda,Mthembu,Ayanda Mthembu,25,Male,South Africa,Northern Cape,8301067311027,SA-CAS-278377,Drug Trafficking,510,4047044,Low,Court Pending,Nedbank,7,No,2024-11-04,2025-01-12,Officer Moyo,SA-ST-642
754,Lerato,Mabaso,Lerato Mabaso,63,Female,South Africa,Northern Cape,8304208660094,SA-CAS-804326,Vehicle Theft,846,4657811,Medium,Convicted,FNB,2,No,2019-06-24,2024-01-03,Officer Moyo,SA-ST-883
755,Nomsa,Dlamini,Nomsa Dlamini,31,Female,South Africa,Free State,0205206266115,SA-CAS-498922,Money Laundering,630,3070168,High,Court Pending,Absa,8,Yes,2015-01-13,2024-01-10,Officer Nkosi,SA-ST-252
756,Nomsa,Mabaso,Nomsa Mabaso,37,Female,South Africa,Mpumalanga,6305053110150,SA-CAS-812589,Cybercrime,793,468749,High,Under Investigation,Absa,8,No,2015-02-06,2018-05-31,Officer Naidoo,SA-ST-106
757,Ayanda,Dlamini,Ayanda Dlamini,37,Male,South Africa,North West,6404205511181,SA-CAS-159772,Fraud,394,1300416,Low,Court Pending,Capitec,2,No,2023-01-09,2020-01-02,Officer Nkosi,SA-ST-792
758,Ayanda,Ndlovu,Ayanda Ndlovu,38,Male,South Africa,North West,8202098682098,SA-CAS-906503,Corruption,675,4240656,Low,Open,African Bank,9,No,2021-10-29,2023-04-11,Officer Mabena,SA-ST-163
759,Brian,Naidoo,Brian Naidoo,36,Female,South Africa,Free State,7608122886050,SA-CAS-875746,Drug Trafficking,685,3287863,High,Under Investigation,Standard Bank,5,Yes,2024-10-21,2017-07-25,Officer Naidoo,SA-ST-227
760,Naledi,Mabaso,Naledi Mabaso,29,Female,South Africa,KwaZulu-Natal,6802197150082,SA-CAS-367644,Corruption,850,1715116,Critical,Open,African Bank,0,No,2023-03-15,2021-01-14,Officer Nkosi,SA-ST-233
761,Ayanda,Ndlovu,Ayanda Ndlovu,43,Female,South Africa,Northern Cape,8510258200094,SA-CAS-321632,Corruption,703,615460,Medium,Court Pending,Absa,0,No,2024-07-07,2018-07-30,Officer Naidoo,SA-ST-444
762,Lerato,Nkosi,Lerato Nkosi,34,Female,South Africa,Gauteng,8507078265198,SA-CAS-528128,Armed Robbery,698,399146,High,Closed,FNB,6,Yes,2024-04-30,2021-11-13,Officer Nkosi,SA-ST-953
763,Naledi,Mabaso,Naledi Mabaso,23,Male,South Africa,Northern Cape,6407138088076,SA-CAS-464774,Corruption,706,289094,Low,Closed,African Bank,2,No,2021-07-22,2017-05-30,Officer Moyo,SA-ST-379
764,Lerato,Nkosi,Lerato Nkosi,25,Female,South Africa,KwaZulu-Natal,6704262178023,SA-CAS-288841,Cybercrime,482,4667037,High,Court Pending,Nedbank,10,No,2022-05-21,2015-04-29,Officer Smith,SA-ST-548
765,Ayanda,Pillay,Ayanda Pillay,36,Female,South Africa,Limpopo,8008042025053,SA-CAS-476798,Drug Trafficking,710,2114677,Low,Under Investigation,FNB,6,Yes,2020-07-04,2024-02-23,Officer Moyo,SA-ST-948
766,Brian,Ndlovu,Brian Ndlovu,19,Female,South Africa,Mpumalanga,0206159827076,SA-CAS-889473,Armed Robbery,701,3687756,Medium,Under Investigation,Absa,1,No,2015-09-21,2017-08-04,Officer Nkosi,SA-ST-335
767,Brian,Zulu,Brian Zulu,42,Female,South Africa,KwaZulu-Natal,6804197890030,SA-CAS-363500,Cybercrime,355,4449055,High,Closed,FNB,3,No,2024-10-23,2023-07-18,Officer Mabena,SA-ST-505
768,Mpho,Ndlovu,Mpho Ndlovu,65,Female,South Africa,North West,7104084625035,SA-CAS-719601,Armed Robbery,568,1997715,Critical,Closed,FNB,9,Yes,2018-08-22,2017-06-22,Officer Nkosi,SA-ST-947
769,Sipho,Ndlovu,Sipho Ndlovu,64,Male,South Africa,Gauteng,7606075441147,SA-CAS-454198,Armed Robbery,424,1785335,Medium,Convicted,Standard Bank,1,Yes,2018-03-22,2023-08-05,Officer Mabena,SA-ST-113
770,Brian,Mabaso,Brian Mabaso,30,Male,South Africa,Mpumalanga,7711086910181,SA-CAS-550269,Armed Robbery,543,2086588,Critical,Open,Standard Bank,0,No,2023-04-17,2025-06-18,Officer Naidoo,SA-ST-212
771,Naledi,Naidoo,Naledi Naidoo,48,Female,South Africa,Eastern Cape,9211093787060,SA-CAS-195982,Fraud,761,4707798,Medium,Closed,Nedbank,4,Yes,2018-05-07,2020-10-29,Officer Mabena,SA-ST-410
772,Brian,Nkosi,Brian Nkosi,30,Male,South Africa,Limpopo,0103086985076,SA-CAS-554286,Identity Theft,519,4898102,Low,Closed,FNB,8,Yes,2015-03-31,2020-06-14,Officer Moyo,SA-ST-435
773,Ayanda,Ndlovu,Ayanda Ndlovu,28,Female,South Africa,KwaZulu-Natal,6012203294159,SA-CAS-522532,Corruption,557,4047626,Critical,Under Investigation,Absa,6,No,2018-05-05,2018-04-23,Officer Naidoo,SA-ST-392
774,Mpho,Zulu,Mpho Zulu,54,Female,South Africa,North West,0109054965127,SA-CAS-350944,Vehicle Theft,628,935524,Low,Closed,Nedbank,4,No,2016-09-22,2023-06-21,Officer Naidoo,SA-ST-678
775,Lerato,Mokoena,Lerato Mokoena,42,Male,South Africa,Northern Cape,8805245930015,SA-CAS-301079,Cybercrime,614,4210564,Medium,Open,Standard Bank,0,Yes,2016-06-28,2015-10-05,Officer Naidoo,SA-ST-933
776,Lerato,Nkosi,Lerato Nkosi,22,Female,South Africa,Limpopo,0108092704193,SA-CAS-144787,Armed Robbery,699,3558697,High,Convicted,Nedbank,3,Yes,2022-11-06,2020-06-26,Officer Nkosi,SA-ST-970
777,Thabo,Khumalo,Thabo Khumalo,37,Female,South Africa,Limpopo,8506202176180,SA-CAS-951295,Drug Trafficking,578,3117650,Critical,Closed,Absa,3,Yes,2020-09-04,2021-03-27,Officer Mabena,SA-ST-703
778,Naledi,Mabaso,Naledi Mabaso,20,Female,South Africa,Western Cape,9406139165164,SA-CAS-849580,Cybercrime,609,3952973,Medium,Under Investigation,Absa,0,Yes,2021-11-02,2024-01-20,Officer Mabena,SA-ST-535
779,Zanele,Mabaso,Zanele Mabaso,44,Female,South Africa,Mpumalanga,9212211103090,SA-CAS-105233,Corruption,349,3184087,Medium,Court Pending,Absa,0,No,2023-08-01,2024-07-30,Officer Nkosi,SA-ST-354
780,Sipho,Mabaso,Sipho Mabaso,55,Female,South Africa,North West,6012264659013,SA-CAS-198608,Identity Theft,836,2985410,Medium,Court Pending,Standard Bank,10,No,2022-07-13,2020-03-09,Officer Smith,SA-ST-767
781,Mpho,Mokoena,Mpho Mokoena,44,Female,South Africa,Free State,8709039173081,SA-CAS-308318,Identity Theft,561,1597409,High,Closed,Nedbank,9,No,2020-03-26,2017-12-31,Officer Smith,SA-ST-931
782,Ayanda,Nkosi,Ayanda Nkosi,30,Male,South Africa,Gauteng,6303152010196,SA-CAS-503618,Armed Robbery,692,3326635,Low,Court Pending,Nedbank,10,No,2017-10-16,2017-08-13,Officer Smith,SA-ST-969
783,Brian,Zulu,Brian Zulu,26,Male,South Africa,Western Cape,0208246014196,SA-CAS-560696,Drug Trafficking,531,2066181,Medium,Open,African Bank,10,Yes,2023-12-29,2017-07-29,Officer Moyo,SA-ST-900
784,Sipho,Pillay,Sipho Pillay,21,Male,South Africa,North West,8709181298133,SA-CAS-999418,Vehicle Theft,585,1392377,Critical,Convicted,Nedbank,9,No,2022-10-07,2021-03-23,Officer Mabena,SA-ST-378
785,Zanele,Pillay,Zanele Pillay,29,Male,South Africa,Mpumalanga,7905023289023,SA-CAS-111032,Drug Trafficking,330,3486487,Low,Under Investigation,Nedbank,6,Yes,2022-09-29,2022-02-16,Officer Naidoo,SA-ST-625
786,Mpho,Mthembu,Mpho Mthembu,29,Female,South Africa,Northern Cape,8104279973049,SA-CAS-732987,Vehicle Theft,709,82387,Medium,Under Investigation,Nedbank,6,Yes,2015-12-25,2024-12-02,Officer Moyo,SA-ST-857
787,Mpho,Naidoo,Mpho Naidoo,49,Female,South Africa,Northern Cape,8705224103090,SA-CAS-600753,Identity Theft,756,1108989,Medium,Under Investigation,African Bank,3,No,2024-10-21,2025-10-10,Officer Moyo,SA-ST-588
788,Ayanda,Zulu,Ayanda Zulu,21,Male,South Africa,Western Cape,9006224603060,SA-CAS-265199,Vehicle Theft,606,2679691,High,Closed,FNB,0,No,2025-11-08,2018-12-29,Officer Naidoo,SA-ST-294
789,Zanele,Dlamini,Zanele Dlamini,26,Female,South Africa,KwaZulu-Natal,7109161960090,SA-CAS-186557,Cybercrime,665,4285398,Medium,Closed,African Bank,1,Yes,2021-07-12,2023-03-07,Officer Nkosi,SA-ST-865
790,Sipho,Naidoo,Sipho Naidoo,43,Male,South Africa,Limpopo,0205161554150,SA-CAS-379415,Identity Theft,789,3654912,Critical,Convicted,Capitec,4,No,2017-01-31,2018-07-31,Officer Moyo,SA-ST-288
791,Zanele,Mthembu,Zanele Mthembu,42,Male,South Africa,North West,7805286783122,SA-CAS-829669,Fraud,778,216323,Medium,Open,Standard Bank,4,Yes,2017-05-27,2019-09-16,Officer Naidoo,SA-ST-916
792,Sipho,Khumalo,Sipho Khumalo,23,Female,South Africa,Western Cape,9710181769013,SA-CAS-307730,Cybercrime,719,4487096,Critical,Court Pending,Nedbank,5,Yes,2019-01-24,2016-03-20,Officer Naidoo,SA-ST-450
793,Mpho,Pillay,Mpho Pillay,35,Male,South Africa,North West,7308111481142,SA-CAS-332867,Corruption,618,1114088,High,Under Investigation,Standard Bank,4,No,2020-01-22,2023-07-01,Officer Mabena,SA-ST-589
794,Thabo,Pillay,Thabo Pillay,45,Female,South Africa,Gauteng,7302117786118,SA-CAS-568303,Identity Theft,751,583887,Low,Convicted,Nedbank,3,Yes,2017-10-02,2023-05-13,Officer Nkosi,SA-ST-183
795,Zanele,Naidoo,Zanele Naidoo,26,Female,South Africa,Northern Cape,6603175266173,SA-CAS-524623,Drug Trafficking,475,2012810,Low,Closed,African Bank,9,Yes,2025-04-18,2021-11-08,Officer Mabena,SA-ST-514
796,Naledi,Nkosi,Naledi Nkosi,60,Female,South Africa,Limpopo,6212053657070,SA-CAS-223771,Vehicle Theft,491,1275996,Medium,Open,African Bank,1,No,2016-03-19,2016-11-19,Officer Moyo,SA-ST-339
797,Mpho,Nkosi,Mpho Nkosi,24,Female,South Africa,Gauteng,6803017375131,SA-CAS-761155,Identity Theft,529,138450,Low,Closed,Capitec,10,No,2018-11-20,2025-07-07,Officer Moyo,SA-ST-368
798,Naledi,Mabaso,Naledi Mabaso,49,Female,South Africa,KwaZulu-Natal,8409213220126,SA-CAS-327692,Corruption,416,613849,Low,Closed,Standard Bank,6,Yes,2023-10-26,2023-04-15,Officer Mabena,SA-ST-596
799,Sipho,Zulu,Sipho Zulu,53,Female,South Africa,Eastern Cape,7512196185087,SA-CAS-384442,Fraud,404,3493627,Low,Convicted,Absa,6,Yes,2015-11-07,2021-04-17,Officer Moyo,SA-ST-823
800,Ayanda,Khumalo,Ayanda Khumalo,30,Male,South Africa,Limpopo,0109155844182,SA-CAS-906288,Vehicle Theft,643,3198968,Critical,Open,Nedbank,3,Yes,2018-07-26,2022-08-24,Officer Nkosi,SA-ST-451
801,Sipho,Mthembu,Sipho Mthembu,40,Male,South Africa,Mpumalanga,8206202202149,SA-CAS-622105,Money Laundering,795,4017789,Critical,Convicted,FNB,5,No,2025-07-03,2020-03-17,Officer Nkosi,SA-ST-674
802,Ayanda,Pillay,Ayanda Pillay,45,Female,South Africa,Northern Cape,7204226162056,SA-CAS-578493,Drug Trafficking,533,618550,Medium,Closed,Capitec,3,No,2022-04-03,2016-08-10,Officer Mabena,SA-ST-703
803,Naledi,Zulu,Naledi Zulu,65,Male,South Africa,KwaZulu-Natal,7009212863168,SA-CAS-335019,Corruption,705,2083162,Low,Court Pending,Absa,5,Yes,2023-09-25,2015-10-29,Officer Nkosi,SA-ST-502
804,Nomsa,Pillay,Nomsa Pillay,29,Male,South Africa,Limpopo,9807224658012,SA-CAS-316711,Cybercrime,407,2299015,High,Convicted,Standard Bank,5,Yes,2015-12-14,2020-04-22,Officer Smith,SA-ST-851
805,Naledi,Mokoena,Naledi Mokoena,48,Male,South Africa,Gauteng,9901063809049,SA-CAS-748529,Identity Theft,719,396975,Critical,Open,Nedbank,7,Yes,2019-04-27,2023-02-19,Officer Smith,SA-ST-186
806,Naledi,Mabaso,Naledi Mabaso,38,Female,South Africa,Gauteng,6907232544056,SA-CAS-199584,Vehicle Theft,660,144041,Medium,Closed,Capitec,6,Yes,2021-09-05,2020-02-22,Officer Mabena,SA-ST-781
807,Nomsa,Naidoo,Nomsa Naidoo,33,Female,South Africa,Limpopo,7007091534021,SA-CAS-960189,Cybercrime,848,3110706,Critical,Convicted,Capitec,5,No,2024-03-23,2025-10-11,Officer Smith,SA-ST-207
808,Ayanda,Zulu,Ayanda Zulu,58,Female,South Africa,Northern Cape,8101089427037,SA-CAS-588391,Cybercrime,318,381486,Low,Under Investigation,Absa,10,Yes,2017-12-05,2018-05-08,Officer Mabena,SA-ST-684
809,Lerato,Naidoo,Lerato Naidoo,53,Female,South Africa,Eastern Cape,7010095689126,SA-CAS-273478,Drug Trafficking,835,354012,Low,Under Investigation,Nedbank,8,Yes,2020-06-02,2025-02-03,Officer Nkosi,SA-ST-310
810,Sipho,Mokoena,Sipho Mokoena,56,Female,South Africa,North West,7512277665060,SA-CAS-871069,Identity Theft,821,4839939,Low,Open,African Bank,9,Yes,2017-06-03,2021-09-23,Officer Smith,SA-ST-812
811,Nomsa,Mthembu,Nomsa Mthembu,41,Male,South Africa,Gauteng,7904059989139,SA-CAS-141466,Identity Theft,373,1951019,Low,Under Investigation,African Bank,7,Yes,2017-03-22,2018-10-28,Officer Smith,SA-ST-901
812,Brian,Zulu,Brian Zulu,41,Male,South Africa,Northern Cape,8303275787176,SA-CAS-571197,Vehicle Theft,500,1408056,Critical,Under Investigation,Nedbank,9,Yes,2023-01-20,2023-05-06,Officer Smith,SA-ST-250
813,Tendai,Ndlovu,Tendai Ndlovu,31,Male,South Africa,Free State,6804143296037,SA-CAS-793617,Vehicle Theft,334,3309651,Medium,Closed,African Bank,9,No,2015-12-19,2022-01-26,Officer Mabena,SA-ST-325
814,Thabo,Pillay,Thabo Pillay,43,Female,South Africa,Gauteng,6503248174063,SA-CAS-225652,Drug Trafficking,327,1772630,Critical,Court Pending,Capitec,0,Yes,2018-01-13,2025-05-12,Officer Moyo,SA-ST-835
815,Tendai,Ndlovu,Tendai Ndlovu,38,Male,South Africa,Limpopo,9608021872165,SA-CAS-730034,Drug Trafficking,433,4921797,Medium,Court Pending,FNB,7,No,2015-09-13,2021-09-23,Officer Mabena,SA-ST-966
816,Sipho,Mthembu,Sipho Mthembu,31,Male,South Africa,Free State,7409283861119,SA-CAS-773753,Corruption,590,2798028,Medium,Under Investigation,Standard Bank,4,No,2019-05-14,2016-05-28,Officer Mabena,SA-ST-171
817,Thabo,Ndlovu,Thabo Ndlovu,56,Female,South Africa,Limpopo,6110079338068,SA-CAS-784468,Cybercrime,423,4985132,Medium,Convicted,Nedbank,4,No,2015-08-30,2017-10-16,Officer Smith,SA-ST-340
818,Sipho,Pillay,Sipho Pillay,44,Male,South Africa,Free State,7706116088019,SA-CAS-402937,Corruption,489,4536593,Critical,Under Investigation,Capitec,10,No,2015-12-10,2016-02-05,Officer Moyo,SA-ST-823
819,Tendai,Mthembu,Tendai Mthembu,36,Female,South Africa,Western Cape,6907087180063,SA-CAS-257631,Fraud,664,1554638,Medium,Closed,Nedbank,9,Yes,2016-12-08,2015-09-15,Officer Naidoo,SA-ST-594
820,Nomsa,Dlamini,Nomsa Dlamini,18,Female,South Africa,Eastern Cape,9404212902048,SA-CAS-980067,Money Laundering,422,113648,High,Court Pending,Absa,9,Yes,2023-01-07,2018-03-18,Officer Nkosi,SA-ST-992
821,Nomsa,Dlamini,Nomsa Dlamini,36,Male,South Africa,Eastern Cape,9711051673068,SA-CAS-677952,Vehicle Theft,648,2034263,Low,Convicted,FNB,6,No,2015-10-05,2024-02-22,Officer Mabena,SA-ST-898
822,Tendai,Ndlovu,Tendai Ndlovu,32,Female,South Africa,Free State,8206075951039,SA-CAS-424282,Armed Robbery,691,3032322,Medium,Convicted,FNB,9,Yes,2015-11-02,2023-04-14,Officer Naidoo,SA-ST-748
823,Ayanda,Nkosi,Ayanda Nkosi,35,Female,South Africa,Eastern Cape,7309091723017,SA-CAS-566507,Drug Trafficking,461,3874187,Critical,Closed,Nedbank,10,Yes,2022-02-08,2017-05-29,Officer Smith,SA-ST-299
824,Thabo,Pillay,Thabo Pillay,51,Female,South Africa,KwaZulu-Natal,6312116643160,SA-CAS-757323,Cybercrime,795,769169,High,Closed,Standard Bank,6,No,2025-01-21,2015-08-13,Officer Nkosi,SA-ST-822
825,Nomsa,Nkosi,Nomsa Nkosi,55,Male,South Africa,North West,8707272555128,SA-CAS-942580,Cybercrime,352,649990,Critical,Open,Standard Bank,4,Yes,2017-05-15,2018-04-22,Officer Smith,SA-ST-663
826,Thabo,Dlamini,Thabo Dlamini,58,Male,South Africa,Eastern Cape,0302207382154,SA-CAS-906927,Fraud,670,813621,High,Closed,African Bank,8,No,2022-06-22,2023-11-09,Officer Mabena,SA-ST-844
827,Ayanda,Naidoo,Ayanda Naidoo,34,Male,South Africa,Northern Cape,8812163701180,SA-CAS-377319,Cybercrime,389,2526307,High,Open,Capitec,0,Yes,2021-01-11,2019-05-18,Officer Nkosi,SA-ST-517
828,Zanele,Dlamini,Zanele Dlamini,55,Male,South Africa,Gauteng,7001225973181,SA-CAS-117674,Armed Robbery,459,3964845,Medium,Court Pending,Absa,6,No,2019-07-29,2015-11-23,Officer Nkosi,SA-ST-609
829,Zanele,Dlamini,Zanele Dlamini,43,Female,South Africa,Western Cape,0302058855058,SA-CAS-438657,Fraud,754,3170034,Medium,Convicted,African Bank,2,Yes,2023-04-07,2025-06-09,Officer Naidoo,SA-ST-239
830,Naledi,Mthembu,Naledi Mthembu,61,Male,South Africa,Mpumalanga,7307222122021,SA-CAS-247999,Cybercrime,759,1975814,Critical,Convicted,African Bank,10,Yes,2020-03-09,2015-09-16,Officer Moyo,SA-ST-436
831,Thabo,Mabaso,Thabo Mabaso,22,Male,South Africa,Free State,9909157394118,SA-CAS-260798,Vehicle Theft,705,4908966,Low,Open,Standard Bank,9,Yes,2019-01-13,2023-02-24,Officer Nkosi,SA-ST-218
832,Brian,Pillay,Brian Pillay,26,Male,South Africa,Northern Cape,8908066818055,SA-CAS-374305,Vehicle Theft,365,4631974,Critical,Under Investigation,Absa,0,No,2022-04-03,2025-03-23,Officer Mabena,SA-ST-835
833,Tendai,Zulu,Tendai Zulu,27,Female,South Africa,Limpopo,8106184298174,SA-CAS-584682,Vehicle Theft,410,4846707,High,Under Investigation,FNB,6,Yes,2015-12-04,2025-09-06,Officer Naidoo,SA-ST-537
834,Zanele,Mthembu,Zanele Mthembu,34,Male,South Africa,Free State,8803262519167,SA-CAS-785914,Money Laundering,663,3119055,Medium,Open,Absa,3,No,2024-07-17,2023-05-29,Officer Smith,SA-ST-498
835,Lerato,Nkosi,Lerato Nkosi,42,Male,South Africa,Northern Cape,0410053890080,SA-CAS-541417,Cybercrime,518,4702934,Critical,Court Pending,Nedbank,7,Yes,2022-12-12,2025-08-09,Officer Nkosi,SA-ST-255
836,Naledi,Pillay,Naledi Pillay,45,Female,South Africa,KwaZulu-Natal,8206061574188,SA-CAS-937120,Drug Trafficking,581,4397005,Critical,Open,Capitec,5,No,2018-12-05,2023-01-05,Officer Nkosi,SA-ST-781
837,Brian,Pillay,Brian Pillay,64,Male,South Africa,North West,8501212120126,SA-CAS-899218,Money Laundering,504,993177,Critical,Court Pending,Nedbank,3,No,2022-10-12,2024-03-30,Officer Moyo,SA-ST-369
838,Thabo,Ndlovu,Thabo Ndlovu,34,Male,South Africa,KwaZulu-Natal,6307261099069,SA-CAS-631846,Cybercrime,810,1134153,High,Court Pending,Capitec,0,Yes,2015-02-28,2017-10-01,Officer Mabena,SA-ST-657
839,Lerato,Mokoena,Lerato Mokoena,54,Male,South Africa,North West,9405087878131,SA-CAS-485095,Vehicle Theft,314,871954,Critical,Court Pending,Absa,0,No,2016-06-22,2025-05-21,Officer Mabena,SA-ST-970
840,Sipho,Zulu,Sipho Zulu,23,Male,South Africa,KwaZulu-Natal,0012051881064,SA-CAS-884134,Corruption,406,4215740,High,Court Pending,Nedbank,9,No,2022-03-12,2023-10-03,Officer Nkosi,SA-ST-517
841,Nomsa,Pillay,Nomsa Pillay,65,Male,South Africa,Western Cape,7903245653125,SA-CAS-268370,Cybercrime,669,722134,Low,Open,Absa,3,Yes,2020-08-08,2019-06-16,Officer Mabena,SA-ST-922
842,Lerato,Mokoena,Lerato Mokoena,54,Male,South Africa,Free State,7801183248111,SA-CAS-480172,Identity Theft,461,1969828,Low,Closed,Capitec,2,No,2017-01-25,2016-06-03,Officer Nkosi,SA-ST-413
843,Nomsa,Dlamini,Nomsa Dlamini,49,Female,South Africa,Eastern Cape,6804074151096,SA-CAS-520025,Corruption,820,2716842,Medium,Convicted,African Bank,9,No,2022-09-21,2021-07-24,Officer Smith,SA-ST-980
844,Nomsa,Nkosi,Nomsa Nkosi,48,Male,South Africa,Free State,8309067940054,SA-CAS-332470,Corruption,719,3224546,Low,Under Investigation,Standard Bank,7,No,2018-03-12,2021-05-08,Officer Smith,SA-ST-744
845,Mpho,Pillay,Mpho Pillay,24,Female,South Africa,North West,8707244748181,SA-CAS-789429,Cybercrime,490,703258,Low,Closed,FNB,6,No,2017-12-05,2017-01-08,Officer Nkosi,SA-ST-309
846,Lerato,Mabaso,Lerato Mabaso,22,Female,South Africa,Mpumalanga,9708253942137,SA-CAS-310205,Armed Robbery,348,787179,High,Court Pending,Absa,0,No,2021-10-30,2017-03-08,Officer Moyo,SA-ST-415
847,Brian,Khumalo,Brian Khumalo,65,Female,South Africa,Northern Cape,9602158826121,SA-CAS-286379,Corruption,625,4363844,Low,Open,Nedbank,7,Yes,2016-08-09,2016-10-04,Officer Naidoo,SA-ST-649
848,Ayanda,Mthembu,Ayanda Mthembu,60,Male,South Africa,KwaZulu-Natal,8502264350012,SA-CAS-365087,Fraud,602,4705901,Medium,Open,African Bank,6,No,2024-09-27,2019-09-16,Officer Nkosi,SA-ST-802
849,Sipho,Ndlovu,Sipho Ndlovu,25,Male,South Africa,Free State,7703189936011,SA-CAS-984027,Vehicle Theft,397,907962,Critical,Closed,African Bank,8,Yes,2022-07-30,2024-03-03,Officer Smith,SA-ST-672
850,Nomsa,Nkosi,Nomsa Nkosi,42,Female,South Africa,Eastern Cape,8008136647015,SA-CAS-395764,Drug Trafficking,533,1614960,Medium,Convicted,African Bank,4,No,2020-09-04,2025-08-19,Officer Moyo,SA-ST-535
851,Thabo,Mthembu,Thabo Mthembu,47,Female,South Africa,Eastern Cape,8205116855139,SA-CAS-911975,Armed Robbery,750,4752634,Low,Open,Capitec,3,Yes,2021-11-01,2021-01-16,Officer Nkosi,SA-ST-917
852,Nomsa,Mthembu,Nomsa Mthembu,41,Female,South Africa,KwaZulu-Natal,6811132308097,SA-CAS-943628,Armed Robbery,656,2175821,Medium,Under Investigation,Capitec,2,No,2023-07-29,2025-05-30,Officer Moyo,SA-ST-197
853,Ayanda,Nkosi,Ayanda Nkosi,27,Female,South Africa,Free State,8510128336026,SA-CAS-968905,Corruption,697,525789,Critical,Convicted,FNB,7,No,2017-09-21,2016-05-23,Officer Naidoo,SA-ST-293
854,Zanele,Ndlovu,Zanele Ndlovu,51,Male,South Africa,North West,7007176688060,SA-CAS-148713,Fraud,531,893762,Low,Convicted,Absa,5,Yes,2018-03-15,2019-05-28,Officer Nkosi,SA-ST-181
855,Brian,Pillay,Brian Pillay,62,Male,South Africa,Northern Cape,8608225571172,SA-CAS-134109,Cybercrime,306,3874009,Critical,Under Investigation,Absa,7,Yes,2019-10-03,2021-04-17,Officer Naidoo,SA-ST-769
856,Mpho,Ndlovu,Mpho Ndlovu,61,Male,South Africa,Gauteng,7809192118184,SA-CAS-968632,Corruption,463,291832,Medium,Under Investigation,FNB,6,Yes,2025-07-05,2017-11-09,Officer Smith,SA-ST-824
857,Naledi,Naidoo,Naledi Naidoo,60,Male,South Africa,Mpumalanga,6408153360157,SA-CAS-802235,Fraud,708,1941517,Medium,Convicted,Capitec,6,No,2018-05-09,2016-03-30,Officer Smith,SA-ST-985
858,Naledi,Mabaso,Naledi Mabaso,38,Male,South Africa,Gauteng,7804174277021,SA-CAS-209158,Drug Trafficking,534,4565025,Critical,Closed,Standard Bank,4,Yes,2018-08-01,2021-07-21,Officer Moyo,SA-ST-324
859,Ayanda,Mokoena,Ayanda Mokoena,22,Female,South Africa,North West,6709236552022,SA-CAS-994146,Vehicle Theft,702,3207559,Critical,Court Pending,Standard Bank,6,No,2017-02-07,2018-03-11,Officer Naidoo,SA-ST-875
860,Mpho,Khumalo,Mpho Khumalo,54,Female,South Africa,Limpopo,9602139148045,SA-CAS-403790,Corruption,595,3615921,Medium,Convicted,Standard Bank,7,No,2021-01-25,2018-02-04,Officer Nkosi,SA-ST-421
861,Thabo,Naidoo,Thabo Naidoo,59,Female,South Africa,Western Cape,6403233739177,SA-CAS-357491,Corruption,531,2623530,Low,Convicted,African Bank,0,No,2025-07-14,2017-01-24,Officer Smith,SA-ST-439
862,Ayanda,Mthembu,Ayanda Mthembu,24,Male,South Africa,Free State,6603266774118,SA-CAS-416625,Identity Theft,751,2866117,Critical,Court Pending,Standard Bank,2,Yes,2019-07-26,2018-09-08,Officer Naidoo,SA-ST-481
